payment_id,customer_id,timestamp,amount,payment_method,failure_reason,customer_age,previous_successes,previous_failures,customer_value,subscription_age,days_since_last_payment
PAY-0000026,CUST-02625,2026-04-29 01:59:00,85.81,upi,network_error,44,6,2,2277.38,6,9
PAY-0000027,CUST-03235,2026-04-29 02:12:00,660.31,upi,network_error,65,5,3,2411.44,4,13
PAY-0000028,CUST-02897,2026-04-29 02:14:00,333.25,upi,network_error,18,13,3,8366.7,10,17
PAY-0000029,CUST-02548,2026-04-29 02:16:00,178.81,netbanking,insufficient_funds,59,13,9,20283.11,15,23
PAY-0000030,CUST-03567,2026-04-29 02:29:00,1012.05,upi,temporary_bank_failure,41,6,1,6699.22,13,2
PAY-0000031,CUST-00182,2026-04-29 02:36:00,610.76,netbanking,insufficient_funds,66,8,6,4387.33,9,9
PAY-0000032,CUST-02684,2026-04-29 02:40:00,1534.31,card,network_error,22,7,3,2025.16,6,8
PAY-0000033,CUST-01132,2026-04-29 03:06:00,460.69,card,card_expired,26,6,3,2911.39,5,14
PAY-0000034,CUST-03073,2026-04-29 03:16:00,702.69,card,insufficient_funds,30,1,5,957.73,9,8
PAY-0000035,CUST-02009,2026-04-29 03:22:00,86.19,netbanking,insufficient_funds,50,8,9,10001.26,10,26
PAY-0000036,CUST-01547,2026-04-29 03:55:00,289.25,netbanking,temporary_bank_failure,39,9,2,801.41,8,9
PAY-0000037,CUST-02359,2026-04-29 04:01:00,462.48,upi,temporary_bank_failure,63,11,5,10176.89,9,15
PAY-0000038,CUST-02500,2026-04-29 04:04:00,359.05,wallet,temporary_bank_failure,48,5,4,10374.37,7,18
PAY-0000039,CUST-01927,2026-04-29 04:06:00,673.22,upi,insufficient_funds,55,9,4,2217.98,13,17
PAY-0000040,CUST-02896,2026-04-29 04:13:00,199.17,netbanking,insufficient_funds,47,3,2,1301.35,6,11
PAY-0000041,CUST-00744,2026-04-29 04:13:00,196.42,upi,temporary_bank_failure,26,9,6,749.3,11,23
PAY-0000042,CUST-00677,2026-04-29 04:14:00,517.87,netbanking,hard_decline,60,12,1,27590.09,18,12
PAY-0000043,CUST-01912,2026-04-29 04:18:00,220.6,netbanking,network_error,69,9,5,5615.85,7,12
PAY-0000044,CUST-03759,2026-04-29 04:30:00,242.26,card,card_expired,43,2,2,5102.45,9,10
PAY-0000045,CUST-01549,2026-04-29 04:32:00,2792.97,netbanking,temporary_bank_failure,28,3,3,5816.84,10,14
PAY-0000046,CUST-02499,2026-04-29 04:33:00,964.34,card,hard_decline,55,1,3,2285.04,8,9
PAY-0000047,CUST-00787,2026-04-29 05:15:00,1397.09,card,network_error,27,5,4,3780.38,11,10
PAY-0000048,CUST-00260,2026-04-29 05:17:00,141.07,netbanking,insufficient_funds,26,9,2,1131.54,6,8
PAY-0000049,CUST-02594,2026-04-29 05:37:00,241.54,wallet,temporary_bank_failure,47,8,3,6674.49,10,12
PAY-0000050,CUST-02603,2026-04-29 05:41:00,465.7,upi,network_error,50,9,5,3379.02,10,9
PAY-0000051,CUST-03650,2026-04-29 06:04:00,400.43,card,network_error,64,11,4,3804.36,10,24
PAY-0000052,CUST-02392,2026-04-29 06:05:00,447.24,upi,insufficient_funds,50,4,4,6634.74,9,9
PAY-0000053,CUST-00264,2026-04-29 06:13:00,1437.61,card,hard_decline,64,10,3,2270.99,8,15
PAY-0000054,CUST-03405,2026-04-29 06:34:00,390.53,card,insufficient_funds,53,3,10,1003.91,3,26
PAY-0000055,CUST-01373,2026-04-29 07:11:00,222.37,upi,temporary_bank_failure,47,8,3,5136.5,7,10
PAY-0000056,CUST-02298,2026-04-29 07:54:00,71.07,wallet,insufficient_funds,34,4,5,1924.65,8,21
PAY-0000057,CUST-00921,2026-04-29 07:56:00,477.65,upi,insufficient_funds,36,6,1,2778.81,3,12
PAY-0000058,CUST-00434,2026-04-29 07:56:00,786.47,card,network_error,45,7,8,767.95,4,17
PAY-0000059,CUST-00654,2026-04-29 08:11:00,829.91,wallet,hard_decline,34,3,5,1424.85,5,12
PAY-0000060,CUST-01436,2026-04-29 08:28:00,848.55,wallet,card_expired,54,4,6,3391.64,8,22
PAY-0000061,CUST-00393,2026-04-29 08:34:00,2415.83,card,temporary_bank_failure,28,2,5,2438.14,3,13
PAY-0000062,CUST-01514,2026-04-29 08:38:00,77.93,upi,temporary_bank_failure,28,4,1,666.58,5,11
PAY-0000063,CUST-02541,2026-04-29 08:54:00,471.83,netbanking,network_error,43,11,2,5476.41,8,15
PAY-0000064,CUST-03648,2026-04-29 08:57:00,2283.7,upi,network_error,59,6,4,2606.87,10,6
PAY-0000065,CUST-03964,2026-04-29 09:37:00,929.58,upi,insufficient_funds,45,8,5,2472.91,13,13
PAY-0000066,CUST-00773,2026-04-29 09:47:00,443.02,wallet,network_error,41,9,7,4523.0,8,22
PAY-0000067,CUST-03089,2026-04-29 09:50:00,383.62,card,card_expired,43,10,3,4150.43,10,19
PAY-0000068,CUST-02243,2026-04-29 09:51:00,655.25,wallet,network_error,48,4,7,1113.63,10,17
PAY-0000069,CUST-00158,2026-04-29 09:54:00,1000.5,card,hard_decline,70,7,3,8394.47,7,8
PAY-0000070,CUST-02207,2026-04-29 10:03:00,255.41,upi,network_error,32,4,2,2470.73,14,11
PAY-0000071,CUST-01330,2026-04-29 10:06:00,294.68,upi,temporary_bank_failure,21,2,3,6841.24,9,13
PAY-0000072,CUST-00709,2026-04-29 10:08:00,568.66,wallet,temporary_bank_failure,33,5,5,3016.02,10,19
PAY-0000073,CUST-03843,2026-04-29 10:08:00,331.8,card,insufficient_funds,56,2,4,4682.69,6,10
PAY-0000074,CUST-02762,2026-04-29 10:41:00,2387.6,wallet,temporary_bank_failure,54,5,5,921.11,9,18
PAY-0000075,CUST-00106,2026-04-29 10:56:00,1142.09,netbanking,hard_decline,19,6,4,3057.58,11,16
PAY-0000076,CUST-01646,2026-04-29 11:01:00,519.22,netbanking,insufficient_funds,57,1,5,3810.21,5,9
PAY-0000077,CUST-03361,2026-04-29 11:06:00,129.9,netbanking,network_error,35,4,3,3471.86,9,7
PAY-0000078,CUST-01518,2026-04-29 11:35:00,158.25,netbanking,hard_decline,60,5,3,11105.79,15,13
PAY-0000079,CUST-02340,2026-04-29 12:04:00,1483.68,netbanking,temporary_bank_failure,64,3,3,7460.27,5,14
PAY-0000080,CUST-01938,2026-04-29 12:05:00,202.2,card,temporary_bank_failure,34,10,3,1356.08,10,10
PAY-0000081,CUST-02790,2026-04-29 12:07:00,555.8,netbanking,network_error,39,6,3,2484.78,5,8
PAY-0000082,CUST-03798,2026-04-29 12:18:00,930.72,upi,temporary_bank_failure,69,3,1,1484.57,7,10
PAY-0000083,CUST-01661,2026-04-29 12:30:00,606.51,netbanking,network_error,53,21,4,27692.28,21,25
PAY-0000084,CUST-00133,2026-04-29 13:00:00,811.81,upi,temporary_bank_failure,53,11,4,6247.14,6,21
PAY-0000085,CUST-03500,2026-04-29 13:16:00,632.7,upi,insufficient_funds,48,0,3,6035.94,5,12
PAY-0000086,CUST-02171,2026-04-29 13:39:00,541.63,netbanking,network_error,69,6,1,1766.58,6,13
PAY-0000087,CUST-00245,2026-04-29 13:46:00,289.71,upi,temporary_bank_failure,22,8,0,22244.72,16,6
PAY-0000088,CUST-00554,2026-04-29 14:02:00,158.12,netbanking,card_expired,33,8,3,20533.49,12,18
PAY-0000089,CUST-01616,2026-04-29 14:16:00,1955.5,card,insufficient_funds,33,13,5,5723.35,10,16
PAY-0000090,CUST-00593,2026-04-29 14:18:00,1023.34,upi,network_error,46,14,5,17121.74,13,15
PAY-0000091,CUST-01728,2026-04-29 14:53:00,899.37,card,hard_decline,30,7,3,2321.85,7,11
PAY-0000092,CUST-00140,2026-04-29 14:59:00,431.97,netbanking,network_error,39,17,2,43337.91,21,5
PAY-0000093,CUST-00928,2026-04-29 15:04:00,1097.22,upi,temporary_bank_failure,56,4,4,5175.67,6,10
PAY-0000094,CUST-00366,2026-04-29 15:15:00,3120.41,upi,temporary_bank_failure,39,10,2,12826.1,10,6
PAY-0000095,CUST-01326,2026-04-29 15:20:00,1804.72,upi,network_error,40,5,4,8286.2,5,17
PAY-0000096,CUST-01137,2026-04-29 15:26:00,2386.36,card,hard_decline,39,8,2,3837.01,11,6
PAY-0000097,CUST-03460,2026-04-29 15:29:00,407.73,upi,insufficient_funds,27,4,5,7019.03,5,17
PAY-0000098,CUST-02566,2026-04-29 15:47:00,286.79,card,card_expired,31,4,3,1635.48,9,20
PAY-0000099,CUST-01363,2026-04-29 15:50:00,405.23,netbanking,insufficient_funds,59,5,2,834.45,2,14
PAY-0000100,CUST-03155,2026-04-29 16:04:00,2459.92,card,network_error,48,6,4,2171.12,9,11
PAY-0000101,CUST-03835,2026-04-29 16:05:00,553.92,upi,insufficient_funds,69,11,0,12288.69,10,5
PAY-0000102,CUST-02200,2026-04-29 16:11:00,1552.09,card,insufficient_funds,53,7,1,1823.69,7,8
PAY-0000103,CUST-02216,2026-04-29 16:27:00,540.2,upi,network_error,27,5,5,3684.22,6,23
PAY-0000104,CUST-00802,2026-04-29 16:36:00,295.63,netbanking,insufficient_funds,32,12,6,1449.33,8,17
PAY-0000105,CUST-02021,2026-04-29 16:55:00,330.74,netbanking,insufficient_funds,57,3,3,3686.67,12,11
PAY-0000106,CUST-02934,2026-04-29 17:11:00,425.37,upi,hard_decline,67,7,2,8936.75,12,6
PAY-0000107,CUST-01786,2026-04-29 17:14:00,235.37,card,network_error,51,4,4,10208.25,14,14
PAY-0000108,CUST-00615,2026-04-29 17:21:00,423.4,upi,insufficient_funds,59,0,5,1834.25,3,13
PAY-0000109,CUST-01340,2026-04-29 17:21:00,934.24,upi,insufficient_funds,44,6,4,3035.91,6,11
PAY-0000110,CUST-02863,2026-04-29 17:26:00,1017.83,upi,hard_decline,63,8,5,1870.78,7,20
PAY-0000111,CUST-00732,2026-04-29 17:31:00,516.97,card,hard_decline,61,3,4,3825.84,4,11
PAY-0000112,CUST-02593,2026-04-29 17:39:00,804.15,upi,network_error,29,3,3,5428.14,6,10
PAY-0000113,CUST-01794,2026-04-29 17:50:00,3040.73,upi,network_error,18,3,6,2819.6,9,19
PAY-0000114,CUST-02504,2026-04-29 17:55:00,1440.71,card,card_expired,21,3,2,5496.05,9,11
PAY-0000115,CUST-00575,2026-04-29 18:31:00,181.97,card,card_expired,59,12,0,4278.54,12,10
PAY-0000116,CUST-02902,2026-04-29 18:53:00,1739.46,card,insufficient_funds,47,7,2,1101.55,10,11
PAY-0000117,CUST-02252,2026-04-29 18:57:00,1340.53,upi,temporary_bank_failure,24,1,1,3388.55,2,13
PAY-0000118,CUST-03119,2026-04-29 18:59:00,641.01,card,card_expired,28,5,3,1807.12,14,10
PAY-0000119,CUST-02354,2026-04-29 19:16:00,373.04,upi,insufficient_funds,68,9,7,4306.68,10,23
PAY-0000120,CUST-00223,2026-04-29 19:19:00,252.47,wallet,temporary_bank_failure,66,3,4,4230.55,4,10
PAY-0000121,CUST-00549,2026-04-29 19:45:00,64.51,upi,temporary_bank_failure,41,3,3,6639.7,3,19
PAY-0000122,CUST-02973,2026-04-29 20:42:00,1150.09,wallet,network_error,42,7,4,3547.04,13,15
PAY-0000123,CUST-02086,2026-04-29 20:44:00,304.77,upi,insufficient_funds,20,13,5,7048.09,9,13
PAY-0000124,CUST-01307,2026-04-29 20:47:00,1087.52,upi,temporary_bank_failure,48,6,3,1560.94,8,10
PAY-0000125,CUST-02854,2026-04-29 20:51:00,389.18,upi,network_error,41,4,7,4477.81,5,17
PAY-0000126,CUST-00902,2026-04-29 21:01:00,376.39,wallet,temporary_bank_failure,36,1,4,3972.58,3,10
PAY-0000127,CUST-02239,2026-04-29 21:05:00,770.57,netbanking,insufficient_funds,58,5,0,1690.65,8,5
PAY-0000128,CUST-03555,2026-04-29 21:14:00,1737.57,card,network_error,47,11,1,8005.05,13,12
PAY-0000129,CUST-03563,2026-04-29 21:19:00,1058.93,upi,temporary_bank_failure,23,8,2,1251.82,7,7
PAY-0000130,CUST-00422,2026-04-29 21:27:00,553.82,netbanking,temporary_bank_failure,18,10,3,1786.85,8,19
PAY-0000131,CUST-01411,2026-04-29 21:53:00,527.34,card,network_error,47,5,6,2550.33,6,15
PAY-0000132,CUST-03623,2026-04-29 22:00:00,674.84,card,insufficient_funds,32,4,3,1718.3,4,10
PAY-0000133,CUST-00611,2026-04-29 22:29:00,200.89,netbanking,insufficient_funds,62,8,3,1511.47,7,13
PAY-0000134,CUST-03248,2026-04-29 22:40:00,902.17,wallet,insufficient_funds,70,7,5,1155.87,7,16
PAY-0000135,CUST-03747,2026-04-29 23:29:00,580.37,card,network_error,25,3,3,882.94,6,12
PAY-0000136,CUST-02218,2026-04-29 23:31:00,325.28,card,hard_decline,27,6,5,3349.74,10,24
PAY-0000137,CUST-01865,2026-04-29 23:36:00,205.86,card,temporary_bank_failure,59,10,4,4658.29,12,14
PAY-0000138,CUST-03823,2026-04-30 00:21:00,419.31,upi,insufficient_funds,25,5,6,3448.89,8,22
PAY-0000139,CUST-02807,2026-04-30 00:27:00,1158.78,wallet,temporary_bank_failure,34,4,3,15791.27,13,14
PAY-0000140,CUST-01114,2026-04-30 00:31:00,1884.76,wallet,insufficient_funds,62,3,1,2967.95,9,16
PAY-0000141,CUST-03021,2026-04-30 00:35:00,293.25,upi,insufficient_funds,46,9,0,1284.88,11,9
PAY-0000142,CUST-03986,2026-04-30 01:09:00,49.0,card,card_expired,44,2,7,2145.86,4,15
PAY-0000143,CUST-02080,2026-04-30 01:13:00,171.34,card,insufficient_funds,43,7,1,1672.62,5,11
PAY-0000144,CUST-03980,2026-04-30 01:15:00,97.02,upi,network_error,22,2,6,7037.05,6,24
PAY-0000145,CUST-00848,2026-04-30 01:28:00,356.11,upi,insufficient_funds,33,14,5,7507.01,15,18
PAY-0000146,CUST-00737,2026-04-30 01:31:00,332.08,upi,network_error,36,12,3,7052.25,11,19
PAY-0000147,CUST-01453,2026-04-30 01:35:00,265.45,wallet,insufficient_funds,36,11,3,3329.44,12,7
PAY-0000148,CUST-02746,2026-04-30 01:38:00,709.93,upi,temporary_bank_failure,60,7,2,9760.3,8,19
PAY-0000149,CUST-01149,2026-04-30 01:46:00,275.2,upi,temporary_bank_failure,38,7,5,8657.55,16,11
PAY-0000150,CUST-01395,2026-04-30 01:56:00,173.83,card,temporary_bank_failure,61,7,1,742.09,5,10
PAY-0000151,CUST-02974,2026-04-30 01:57:00,326.18,upi,hard_decline,55,9,1,2216.26,11,8
PAY-0000152,CUST-03677,2026-04-30 02:28:00,1313.62,netbanking,insufficient_funds,63,5,4,1494.99,7,15
PAY-0000153,CUST-02701,2026-04-30 02:49:00,319.64,netbanking,network_error,32,12,3,7544.91,13,10
PAY-0000154,CUST-01006,2026-04-30 02:54:00,1035.1,netbanking,hard_decline,41,5,1,4861.87,8,11
PAY-0000155,CUST-00655,2026-04-30 02:59:00,255.3,wallet,insufficient_funds,52,9,3,5997.93,9,14
PAY-0000156,CUST-01970,2026-04-30 03:01:00,132.25,card,insufficient_funds,36,3,3,7165.71,7,12
PAY-0000157,CUST-03650,2026-04-30 03:02:00,241.48,card,insufficient_funds,64,11,3,3804.36,10,14
PAY-0000158,CUST-03754,2026-04-30 03:09:00,840.58,netbanking,insufficient_funds,38,5,4,6933.43,11,20
PAY-0000159,CUST-00821,2026-04-30 03:10:00,3011.85,card,temporary_bank_failure,18,11,3,2418.6,11,16
PAY-0000160,CUST-00109,2026-04-30 03:47:00,439.59,netbanking,temporary_bank_failure,59,4,3,7437.29,5,16
PAY-0000161,CUST-00722,2026-04-30 03:48:00,394.39,upi,temporary_bank_failure,45,4,8,9497.81,8,19
PAY-0000162,CUST-01817,2026-04-30 03:52:00,797.68,upi,insufficient_funds,31,2,3,6404.14,6,8
PAY-0000163,CUST-03654,2026-04-30 04:27:00,304.57,wallet,hard_decline,42,10,1,6709.16,9,11
PAY-0000164,CUST-03161,2026-04-30 04:47:00,320.8,netbanking,temporary_bank_failure,30,4,3,3484.8,5,13
PAY-0000165,CUST-00994,2026-04-30 04:53:00,608.38,netbanking,temporary_bank_failure,30,8,2,11132.08,8,14
PAY-0000166,CUST-03999,2026-04-30 04:54:00,387.0,card,insufficient_funds,25,5,4,2096.11,4,18
PAY-0000167,CUST-02406,2026-04-30 05:04:00,3517.07,netbanking,temporary_bank_failure,70,3,6,897.51,6,17
PAY-0000168,CUST-01916,2026-04-30 05:09:00,2501.66,card,hard_decline,40,3,6,273.01,2,18
PAY-0000169,CUST-00821,2026-04-30 05:16:00,1030.85,netbanking,hard_decline,18,9,4,2418.6,11,11
PAY-0000170,CUST-03647,2026-04-30 05:33:00,889.79,wallet,network_error,64,11,1,12205.36,15,10
PAY-0000171,CUST-01433,2026-04-30 05:48:00,380.33,wallet,hard_decline,27,4,1,1740.69,7,15
PAY-0000172,CUST-03226,2026-04-30 05:56:00,1032.11,card,hard_decline,65,5,4,2201.33,3,15
PAY-0000173,CUST-00128,2026-04-30 06:07:00,1909.26,card,network_error,21,9,2,1325.51,10,9
PAY-0000174,CUST-03315,2026-04-30 06:35:00,64.21,upi,network_error,58,9,5,9175.91,7,27
PAY-0000175,CUST-02574,2026-04-30 07:12:00,7275.36,upi,network_error,29,5,2,4253.42,8,10
PAY-0000176,CUST-00271,2026-04-30 07:13:00,170.03,card,insufficient_funds,39,4,2,1971.75,3,11
PAY-0000177,CUST-01194,2026-04-30 07:21:00,82.04,upi,network_error,42,13,2,6888.46,10,8
PAY-0000178,CUST-01319,2026-04-30 07:39:00,1743.33,netbanking,insufficient_funds,28,6,5,1030.4,6,7
PAY-0000179,CUST-00994,2026-04-30 08:08:00,262.05,card,temporary_bank_failure,30,9,1,11132.08,8,9
PAY-0000180,CUST-02170,2026-04-30 09:15:00,209.7,card,temporary_bank_failure,44,10,5,2156.52,13,14
PAY-0000181,CUST-03535,2026-04-30 09:36:00,1478.67,netbanking,network_error,48,10,8,5434.72,13,15
PAY-0000182,CUST-02680,2026-04-30 09:38:00,212.77,upi,temporary_bank_failure,40,10,4,5355.59,12,16
PAY-0000183,CUST-01579,2026-04-30 10:09:00,661.88,card,insufficient_funds,36,6,4,554.43,7,9
PAY-0000184,CUST-01600,2026-04-30 10:21:00,643.32,netbanking,insufficient_funds,32,5,2,1469.31,11,11
PAY-0000185,CUST-02877,2026-04-30 10:41:00,692.04,netbanking,insufficient_funds,61,4,3,1183.38,4,11
PAY-0000186,CUST-00259,2026-04-30 11:05:00,487.03,upi,network_error,44,5,5,3249.48,8,22
PAY-0000187,CUST-02259,2026-04-30 11:11:00,419.05,upi,hard_decline,41,7,4,9153.56,6,15
PAY-0000188,CUST-01704,2026-04-30 11:14:00,803.35,card,insufficient_funds,60,2,4,504.43,4,14
PAY-0000189,CUST-03020,2026-04-30 11:22:00,994.09,upi,insufficient_funds,66,8,4,640.33,5,15
PAY-0000190,CUST-00278,2026-04-30 11:28:00,214.02,netbanking,temporary_bank_failure,56,2,4,1414.39,4,10
PAY-0000191,CUST-01606,2026-04-30 11:38:00,114.07,card,insufficient_funds,29,17,5,11549.56,14,13
PAY-0000192,CUST-03842,2026-04-30 11:43:00,3376.66,card,card_expired,24,9,5,3378.75,6,17
PAY-0000193,CUST-01578,2026-04-30 12:09:00,658.41,netbanking,network_error,49,7,1,8729.5,7,13
PAY-0000194,CUST-00767,2026-04-30 12:48:00,1149.31,upi,temporary_bank_failure,65,3,3,3909.16,8,12
PAY-0000195,CUST-03518,2026-04-30 12:55:00,112.94,upi,network_error,19,9,3,3459.65,10,11
PAY-0000196,CUST-03521,2026-04-30 12:57:00,171.95,wallet,temporary_bank_failure,40,5,2,1962.03,8,13
PAY-0000197,CUST-03902,2026-04-30 12:59:00,1122.12,upi,temporary_bank_failure,46,6,3,6394.2,7,12
PAY-0000198,CUST-03242,2026-04-30 13:01:00,858.32,card,network_error,23,5,2,1763.77,4,16
PAY-0000199,CUST-03592,2026-04-30 13:07:00,1075.27,wallet,insufficient_funds,22,10,2,11444.04,18,22
PAY-0000200,CUST-00366,2026-04-30 13:14:00,570.28,netbanking,insufficient_funds,39,11,2,12826.1,10,14
PAY-0000201,CUST-03528,2026-04-30 13:27:00,222.11,wallet,network_error,45,6,6,1181.98,4,23
PAY-0000202,CUST-01235,2026-04-30 13:52:00,621.72,netbanking,insufficient_funds,42,6,0,4807.62,3,7
PAY-0000203,CUST-01410,2026-04-30 13:56:00,114.4,upi,network_error,62,9,1,5632.0,9,7
PAY-0000204,CUST-00962,2026-04-30 13:56:00,325.97,upi,temporary_bank_failure,62,3,2,4069.9,6,15
PAY-0000205,CUST-02222,2026-04-30 14:11:00,221.77,card,network_error,27,8,3,1894.86,13,11
PAY-0000206,CUST-03206,2026-04-30 14:28:00,354.07,upi,insufficient_funds,24,1,3,2720.53,7,7
PAY-0000207,CUST-01318,2026-04-30 14:37:00,4490.73,card,insufficient_funds,37,9,3,5012.24,7,11
PAY-0000208,CUST-00304,2026-04-30 14:43:00,246.65,card,network_error,31,8,6,2753.85,9,18
PAY-0000209,CUST-02656,2026-04-30 14:47:00,770.26,upi,insufficient_funds,43,3,9,2212.7,8,20
PAY-0000210,CUST-00305,2026-04-30 14:50:00,219.42,card,network_error,42,3,3,3456.02,8,12
PAY-0000211,CUST-02977,2026-04-30 14:51:00,2699.38,upi,network_error,49,2,1,1869.41,9,13
PAY-0000212,CUST-00104,2026-04-30 15:11:00,2340.33,upi,network_error,31,7,1,6815.05,8,9
PAY-0000213,CUST-01372,2026-04-30 15:25:00,2425.13,card,hard_decline,52,4,5,7366.9,8,12
PAY-0000214,CUST-02185,2026-04-30 15:51:00,476.86,upi,insufficient_funds,35,7,3,829.29,9,8
PAY-0000215,CUST-02672,2026-04-30 16:00:00,1817.86,card,temporary_bank_failure,49,11,3,12339.75,10,13
PAY-0000216,CUST-01017,2026-04-30 16:15:00,217.74,card,card_expired,52,3,2,3806.05,14,11
PAY-0000217,CUST-00251,2026-04-30 16:41:00,1090.89,card,hard_decline,31,7,7,2662.41,6,16
PAY-0000218,CUST-01252,2026-04-30 16:42:00,554.2,card,card_expired,25,7,5,13217.19,14,10
PAY-0000219,CUST-03014,2026-04-30 16:57:00,490.92,upi,insufficient_funds,46,1,9,4027.35,3,32
PAY-0000220,CUST-03979,2026-04-30 17:19:00,706.92,upi,insufficient_funds,53,4,2,6854.66,9,7
PAY-0000221,CUST-00463,2026-04-30 17:22:00,585.5,card,hard_decline,65,10,4,942.81,11,17
PAY-0000222,CUST-02031,2026-04-30 17:29:00,511.88,netbanking,hard_decline,54,6,1,11070.17,10,9
PAY-0000223,CUST-01921,2026-04-30 17:33:00,1691.87,card,card_expired,46,3,6,1437.02,6,14
PAY-0000224,CUST-02939,2026-04-30 17:34:00,997.43,card,hard_decline,32,12,2,2588.76,5,7
PAY-0000225,CUST-00540,2026-04-30 17:48:00,2921.26,card,card_expired,69,4,2,1865.75,4,8
PAY-0000226,CUST-03240,2026-04-30 17:57:00,484.64,card,insufficient_funds,54,5,4,1368.06,3,11
PAY-0000227,CUST-01014,2026-04-30 18:01:00,367.38,card,card_expired,51,6,3,891.73,6,14
PAY-0000228,CUST-03215,2026-04-30 18:34:00,623.62,netbanking,hard_decline,20,8,4,8642.36,14,10
PAY-0000229,CUST-02702,2026-04-30 18:37:00,1786.91,wallet,temporary_bank_failure,68,3,7,1414.83,2,20
PAY-0000230,CUST-03024,2026-04-30 18:48:00,1446.72,wallet,temporary_bank_failure,47,8,3,1904.8,10,8
PAY-0000231,CUST-00237,2026-04-30 19:25:00,2586.07,upi,network_error,21,1,5,586.87,7,13
PAY-0000232,CUST-02966,2026-04-30 19:27:00,256.1,card,card_expired,70,7,4,934.53,2,23
PAY-0000233,CUST-00118,2026-04-30 19:46:00,771.24,upi,network_error,41,6,8,3709.21,12,11
PAY-0000234,CUST-01032,2026-04-30 20:01:00,94.88,netbanking,insufficient_funds,69,3,2,4325.83,7,11
PAY-0000235,CUST-03229,2026-04-30 20:07:00,2069.18,upi,temporary_bank_failure,59,7,4,6144.1,12,12
PAY-0000236,CUST-03111,2026-04-30 20:22:00,2147.63,upi,network_error,32,6,2,4446.41,7,9
PAY-0000237,CUST-00601,2026-04-30 20:34:00,380.07,netbanking,insufficient_funds,20,6,5,5642.59,8,14
PAY-0000238,CUST-02687,2026-04-30 20:36:00,413.81,upi,hard_decline,43,3,7,818.11,6,22
PAY-0000239,CUST-02529,2026-04-30 20:43:00,637.4,upi,network_error,52,8,1,9136.19,12,8
PAY-0000240,CUST-03579,2026-04-30 21:24:00,1387.73,netbanking,insufficient_funds,55,6,2,5848.49,6,9
PAY-0000241,CUST-00851,2026-04-30 21:54:00,241.2,card,hard_decline,69,5,2,2676.97,6,8
PAY-0000242,CUST-02168,2026-04-30 21:55:00,644.94,netbanking,network_error,18,10,10,851.63,4,33
